id,pokemon_id,types
802,561,Normal
803,562,Electric
804,563,Fire
805,564,Water
806,565,Rock
807,565,Ground
808,566,Rock
809,566,Ground
810,567,Rock
811,567,Dark
812,568,Psychic
813,568,Flying
814,569,Electric
815,570,Fire
816,570,Flying
817,571,Psychic
818,571,Grass
819,572,Grass
820,573,Grass
821,574,Grass
822,575,Fire
823,576,Fire
824,576,Fighting
825,577,Fire
826,577,Fighting
827,578,Water
828,579,Water
829,579,Ground
830,580,Electric
831,581,Water
832,581,Ground
833,582,Dark
834,583,Dark
835,584,Normal
836,585,Normal
837,586,Bug
838,587,Bug
839,588,Bug
840,588,Flying
841,589,Bug
842,590,Bug
843,590,Poison
844,591,Ground
845,592,Water
846,592,Grass
847,593,Water
848,593,Grass
849,594,Water
850,594,Grass
851,595,Grass
852,596,Grass
853,596,Dark
854,597,Grass
855,597,Dark
856,598,Normal
857,598,Flying
858,599,Normal
859,599,Flying
860,600,Water
861,600,Flying
862,601,Water
863,601,Flying
864,602,Ground
865,603,Psychic
866,604,Psychic
867,605,Psychic
868,606,Bug
869,606,Water
870,607,Bug
871,607,Flying
872,608,Grass
873,609,Grass
874,609,Fighting
875,610,Normal
876,611,Normal
877,612,Normal
878,613,Poison
879,614,Bug
880,614,Ground
881,615,Bug
882,615,Flying
883,616,Bug
884,616,Ghost
885,617,Normal
886,618,Normal
887,619,Normal
888,620,Fighting
889,621,Fighting
890,622,Normal
891,623,Rock
892,624,Grass
893,624,Poison
894,625,Poison
895,626,Normal
896,627,Normal
897,628,Dark
898,628,Ghost
899,629,Steel
900,630,Steel
901,630,Rock
902,631,Steel
903,631,Rock
904,632,Steel
905,632,Rock
906,633,Fighting
907,633,Psychic
908,634,Fighting
909,634,Psychic
910,635,Electric
911,636,Poison
912,636,Ground
913,637,Electric
914,638,Electric
915,639,Electric
916,640,Bug
917,641,Bug
918,642,Grass
919,642,Poison
920,643,Poison
921,644,Poison
922,645,Water
923,645,Dark
924,646,Water
925,646,Dark
926,647,Poison
927,648,Water
928,649,Water
929,650,Fire
930,650,Ground
931,651,Fire
932,651,Ground
933,652,Fire
934,653,Psychic
935,654,Psychic
936,655,Normal
937,656,Ground
938,657,Ground
939,657,Dragon
940,658,Poison
941,659,Ground
942,659,Dragon
943,660,Grass
944,661,Grass
945,661,Dark
946,662,Normal
947,662,Flying
948,663,Dragon
949,663,Flying
950,664,Normal
951,665,Poison
952,666,Rock
953,666,Psychic
954,667,Rock
955,667,Psychic
956,668,Water
957,668,Ground
958,669,Poison
959,669,Ground
960,670,Water
961,670,Ground
962,671,Water
963,672,Water
964,672,Dark
965,673,Ground
966,673,Psychic
967,674,Ground
968,674,Psychic
969,675,Rock
970,675,Grass
971,676,Rock
972,676,Grass
973,677,Rock
974,677,Bug
975,678,Rock
976,678,Bug
977,679,Water
978,680,Normal
979,681,Water
980,682,Normal
981,683,Normal
982,684,Ghost
983,685,Ghost
984,686,Ghost
985,687,Ghost
986,688,Grass
987,688,Flying
988,689,Psychic
989,690,Dark
990,691,Normal
991,692,Psychic
992,693,Ice
993,694,Ice
994,695,Ice
995,695,Water
996,696,Ice
997,696,Water
998,697,Ice
999,697,Water
1000,698,Water
1001,699,Water
1002,700,Water
1003,701,Water
1004,701,Rock
1005,702,Fire
1006,703,Water
1007,704,Dragon
1008,705,Dragon
1009,706,Dragon
1010,706,Flying
1011,707,Steel
1012,707,Psychic
1013,708,Steel
1014,708,Psychic
1015,709,Steel
1016,709,Psychic
1017,710,Rock
1018,711,Ice
1019,712,Steel
1020,713,Fire
1021,714,Dragon
1022,714,Psychic
1023,715,Dragon
1024,715,Psychic
1025,716,Water
1026,717,Ground
1027,718,Dragon
1028,718,Flying
1029,719,Steel
1030,719,Psychic
1031,720,Psychic
1032,721,Psychic
1033,722,Psychic
1034,723,Psychic
1035,724,Normal
1036,725,Fire
1037,726,Normal
1038,727,Poison
1039,727,Flying
1040,728,Poison
1041,728,Flying
1042,729,Grass
1043,729,Poison
1044,730,Grass
1045,730,Poison
1046,731,Grass
1047,731,Poison
1048,732,Bug
1049,732,Grass
1050,733,Bug
1051,733,Grass
1052,734,Bug
1053,734,Poison
1054,735,Bug
1055,735,Poison
1056,736,Fire
1057,737,Ground
1058,738,Ground
1059,739,Normal
1060,740,Normal
1061,741,Water
1062,742,Water
1063,743,Fighting
1064,744,Fighting
1065,745,Fire
1066,746,Fire
1067,747,Fire
1068,747,Flying
1069,748,Water
1070,749,Water
1071,750,Water
1072,750,Fighting
1073,751,Psychic
1074,752,Psychic
1075,753,Psychic
1076,754,Fighting
1077,755,Fighting
1078,756,Fighting
1079,757,Grass
1080,757,Poison
1081,758,Water
1082,759,Grass
1083,759,Poison
1084,760,Grass
1085,760,Poison
1086,761,Water
1087,761,Poison
1088,762,Water
1089,762,Poison
1090,763,Rock
1091,763,Ground
1092,764,Rock
1093,764,Ground
1094,765,Rock
1095,765,Ground
1096,766,Fire
1097,767,Fire
1098,768,Water
1099,768,Psychic
1100,769,Water
1101,770,Water
1102,770,Psychic
1103,771,Electric
1104,771,Steel
1105,772,Electric
1106,772,Steel
1107,773,Normal
1108,773,Flying
1109,774,Normal
1110,774,Flying
1111,775,Normal
1112,775,Flying
1113,776,Water
1114,777,Water
1115,777,Ice
1116,778,Poison
1117,779,Poison
1118,780,Water
1119,781,Water
1120,782,Water
1121,782,Ice
1122,783,Ghost
1123,783,Poison
1124,784,Ghost
1125,784,Poison
1126,785,Ghost
1127,785,Poison
1128,786,Rock
1129,786,Ground
1130,787,Psychic
1131,788,Psychic
1132,789,Water
1133,790,Water
1134,791,Ice
1135,792,Fire
1136,793,Water
1137,794,Ice
1138,794,Bug
1139,795,Rock
1140,796,Rock
1141,797,Water
1142,797,Fighting
1143,798,Water
1144,798,Fighting
1145,799,Ghost
1146,799,Steel
1147,800,Electric
1148,800,Dragon
1149,801,Ground
1150,801,Dark
1151,802,Electric
1152,802,Water
1153,803,Normal
1154,803,Dark
1155,804,Fighting
1156,804,Dark
1157,805,Ice
1158,805,Bug
1159,806,Ghost
1160,806,Fighting
1161,807,Fire
1162,807,Grass
1163,808,Fire
1164,808,Grass
1165,809,Fire
1166,809,Grass
1167,810,Ghost
1168,811,Electric
1169,812,Electric
1170,812,Dragon
1171,813,Ground
1172,814,Electric
1173,814,Water
1174,815,Poison
1175,815,Flying
1176,816,Poison
1177,816,Ground
1178,817,Rock
1179,818,Grass
1180,818,Poison
1181,819,Bug
1182,820,Electric
1183,821,Electric
1184,822,Grass
1185,822,Psychic
1186,823,Grass
1187,823,Psychic
1188,824,Ground
1189,825,Ground
1190,826,Fighting
1191,827,Fighting
1192,828,Normal
1193,829,Poison
1194,830,Bug
1195,831,Poison
1196,832,Ground
1197,832,Rock
1198,833,Ground
1199,833,Rock
1200,834,Normal
1201,835,Grass
1202,836,Normal
1203,837,Water
1204,838,Water
1205,839,Water
1206,840,Water
1207,841,Bug
1208,841,Flying
1209,842,Water
1210,843,Water
1211,843,Psychic
1212,844,Psychic
1213,845,Bug
1214,845,Flying
1215,846,Ice
1216,846,Psychic
1217,847,Electric
1218,848,Fire
1219,849,Bug
1220,850,Normal
1221,851,Water
1222,852,Bug
1223,852,Poison
1224,853,Water
1225,853,Flying
1226,854,Water
1227,854,Ice
1228,855,Normal
1229,856,Normal
1230,857,Water
1231,858,Electric
1232,859,Fire
1233,860,Normal
1234,861,Rock
1235,861,Water
1236,862,Rock
1237,862,Water
1238,863,Bug
1239,863,Poison
1240,864,Rock
1241,864,Water
1242,865,Rock
1243,865,Water
1244,866,Rock
1245,866,Flying
1246,867,Normal
1247,868,Ice
1248,868,Flying
1249,869,Electric
1250,869,Flying
1251,870,Fire
1252,870,Flying
1253,871,Dragon
1254,872,Dragon
1255,873,Dragon
1256,873,Flying
1257,874,Bug
1258,874,Poison
1259,875,Psychic
1260,876,Psychic
1261,877,Grass
1262,878,Grass
1263,879,Grass
1264,880,Fire
1265,881,Fire
1266,882,Fire
1267,883,Water
1268,884,Water
1269,885,Normal
1270,885,Flying
1271,886,Water
1272,887,Normal
1273,888,Normal
1274,889,Normal
1275,889,Flying
1276,890,Normal
1277,890,Flying
1278,891,Bug
1279,891,Flying
1280,892,Bug
1281,892,Flying
1282,893,Bug
1283,893,Poison
1284,894,Bug
1285,894,Poison
1286,895,Poison
1287,895,Flying
1288,896,Normal
1289,896,Flying
1290,897,Water
1291,897,Electric
1292,898,Water
1293,898,Electric
1294,899,Electric
1295,900,Electric
1296,901,Normal
1297,902,Normal
1298,903,Normal
1299,904,Normal
1300,904,Flying
1301,905,Psychic
1302,905,Flying
1303,906,Psychic
1304,906,Flying
1305,907,Electric
1306,908,Normal
1307,908,Flying
1308,909,Electric
1309,910,Electric
1310,911,Grass
1311,912,Water
1312,913,Water
1313,914,Rock
1314,915,Water
1315,916,Grass
1316,916,Flying
1317,917,Grass
1318,917,Flying
1319,918,Grass
1320,918,Flying
1321,919,Normal
1322,920,Normal
1323,921,Grass
1324,922,Grass
1325,923,Bug
1326,923,Flying
1327,924,Water
1328,924,Ground
1329,925,Water
1330,925,Ground
1331,926,Psychic
1332,927,Dark
1333,928,Dark
1334,928,Flying
1335,929,Water
1336,929,Psychic
1337,930,Grass
1338,930,Poison
1339,931,Normal
1340,932,Ghost
1341,933,Psychic
1342,934,Psychic
1343,935,Normal
1344,935,Psychic
1345,936,Bug
1346,937,Bug
1347,937,Steel
1348,938,Normal
1349,939,Ground
1350,939,Flying
1351,940,Steel
1352,940,Ground
1353,941,Normal
1354,942,Normal
1355,942,Flying
1356,943,Normal
1357,944,Water
1358,944,Poison
1359,945,Bug
1360,945,Steel
1361,946,Bug
1362,946,Rock
1363,947,Bug
1364,947,Fighting
1365,948,Dark
1366,948,Ice
1367,949,Normal
1368,950,Normal
1369,951,Fire
1370,952,Fire
1371,952,Rock
1372,953,Normal
1373,953,Flying
1374,954,Ice
1375,954,Ground
1376,955,Ice
1377,955,Ground
1378,956,Water
1379,956,Rock
1380,957,Water
1381,958,Water
1382,959,Ice
1383,959,Flying
1384,960,Water
1385,960,Flying
1386,961,Steel
1387,961,Flying
1388,962,Dark
1389,962,Fire
1390,963,Dark
1391,963,Fire
1392,964,Poison
1393,965,Water
1394,965,Dragon
1395,966,Ground
1396,967,Ground
1397,968,Normal
1398,969,Normal
1399,970,Normal
1400,971,Fighting
1401,972,Fighting
1402,973,Ice
1403,973,Psychic
1404,974,Electric
1405,975,Poison
1406,976,Fire
1407,977,Normal
1408,978,Normal
1409,979,Electric
1410,980,Fire
1411,981,Water
1412,982,Rock
1413,982,Ground
1414,983,Rock
1415,983,Ground
1416,984,Rock
1417,984,Dark
1418,985,Psychic
1419,985,Flying
1420,986,Electric
1421,987,Fire
1422,987,Flying
1423,988,Psychic
1424,988,Grass
1425,989,Grass
1426,990,Grass
1427,991,Grass
1428,992,Fire
1429,993,Fire
1430,993,Fighting
1431,994,Fire
1432,994,Fighting
1433,995,Water
1434,996,Water
1435,996,Ground
1436,997,Electric
1437,998,Water
1438,998,Ground
1439,999,Dark
1440,1000,Dark
1441,1001,Normal
1442,1002,Normal
1443,1003,Bug
1444,1004,Bug
1445,1005,Bug
1446,1005,Flying
1447,1006,Bug
1448,1007,Bug
1449,1007,Poison
1450,1008,Ground
1451,1009,Water
1452,1009,Grass
1453,1010,Water
1454,1010,Grass
1455,1011,Water
1456,1011,Grass
1457,1012,Grass
1458,1013,Grass
1459,1013,Dark
1460,1014,Grass
1461,1014,Dark
1462,1015,Normal
1463,1015,Flying
1464,1016,Normal
1465,1016,Flying
1466,1017,Water
1467,1017,Flying
1468,1018,Water
1469,1018,Flying
1470,1019,Ground
1471,1020,Psychic
1472,1021,Psychic
1473,1022,Psychic
1474,1023,Bug
1475,1023,Water
1476,1024,Bug
1477,1024,Flying
1478,1025,Grass
1479,1026,Grass
1480,1026,Fighting
1481,1027,Normal
1482,1028,Normal
1483,1029,Normal
1484,1030,Poison
1485,1031,Bug
1486,1031,Ground
1487,1032,Bug
1488,1032,Flying
1489,1033,Bug
1490,1033,Ghost
1491,1034,Normal
1492,1035,Normal
1493,1036,Normal
1494,1037,Fighting
1495,1038,Fighting
1496,1039,Normal
1497,1040,Rock
1498,1041,Grass
1499,1041,Poison
1500,1042,Poison
1501,1043,Normal
1502,1044,Normal
1503,1045,Dark
1504,1045,Ghost
1505,1046,Steel
1506,1047,Steel
1507,1047,Rock
1508,1048,Steel
1509,1048,Rock
1510,1049,Steel
1511,1049,Rock
1512,1050,Fighting
1513,1050,Psychic
1514,1051,Fighting
1515,1051,Psychic
1516,1052,Electric
1517,1053,Poison
1518,1053,Ground
1519,1054,Electric
1520,1055,Electric
1521,1056,Electric
1522,1057,Bug
1523,1058,Bug
1524,1059,Grass
1525,1059,Poison
1526,1060,Poison
1527,1061,Poison
1528,1062,Water
1529,1062,Dark
1530,1063,Water
1531,1063,Dark
1532,1064,Poison
1533,1065,Water
1534,1066,Water
1535,1067,Fire
1536,1067,Ground
1537,1068,Fire
1538,1068,Ground
1539,1069,Fire
1540,1070,Psychic
1541,1071,Psychic
1542,1072,Normal
1543,1073,Ground
1544,1074,Ground
1545,1074,Dragon
1546,1075,Poison
1547,1076,Ground
1548,1076,Dragon
1549,1077,Grass
1550,1078,Grass
1551,1078,Dark
1552,1079,Normal
1553,1079,Flying
1554,1080,Dragon
1555,1080,Flying
1556,1081,Normal
1557,1082,Poison
1558,1083,Rock
1559,1083,Psychic
1560,1084,Rock
1561,1084,Psychic
1562,1085,Water
1563,1085,Ground
1564,1086,Poison
1565,1086,Ground
1566,1087,Water
1567,1087,Ground
1568,1088,Water
1569,1089,Water
1570,1089,Dark
1571,1090,Ground
1572,1090,Psychic
1573,1091,Ground
1574,1091,Psychic
1575,1092,Rock
1576,1092,Grass
1577,1093,Rock
1578,1093,Grass
1579,1094,Rock
1580,1094,Bug
1581,1095,Rock
1582,1095,Bug
1583,1096,Water
1584,1097,Normal
1585,1098,Water
1586,1099,Normal
1587,1100,Normal
1588,1101,Ghost
1589,1102,Ghost
1590,1103,Ghost
1591,1104,Ghost
1592,1105,Grass
1593,1105,Flying
1594,1106,Psychic
1595,1107,Dark
1596,1108,Normal
1597,1109,Psychic
1598,1110,Ice
1599,1111,Ice
1600,1112,Ice
1601,1112,Water
1602,1113,Ice
1603,1113,Water
1604,1114,Ice
1605,1114,Water
1606,1115,Water
1607,1116,Water
1608,1117,Water
1609,1118,Water
1610,1118,Rock
1611,1119,Fire
1612,1120,Water
1613,1121,Dragon
1614,1122,Dragon
1615,1123,Dragon
1616,1123,Flying
1617,1124,Steel
1618,1124,Psychic
1619,1125,Steel
1620,1125,Psychic
1621,1126,Steel
1622,1126,Psychic
1623,1127,Rock
1624,1128,Ice
1625,1129,Steel
1626,1130,Fire
1627,1131,Dragon
1628,1131,Psychic
1629,1132,Dragon
1630,1132,Psychic
1631,1133,Water
1632,1134,Ground
1633,1135,Dragon
1634,1135,Flying
1635,1136,Steel
1636,1136,Psychic
1637,1137,Psychic
1638,1138,Psychic
1639,1139,Psychic
